годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,depressiya-simptomy-u-zhenschin,,,3655,,симптомы как чек-лист диагноза — запрет ТЗ; интент объединён с depressiya-u-zhenschin
нет,,psihologiya-otnosheniy-rasskazy,,,3604,,навигация к дзен-каналу с рассказами
нет,,refleksiya-udarenie,,,3601,,запрос про ударение в слове; термин закрыт slovar-refleksiya.md
нет,,antidepressanty-pri-depressii,,,3554,,препараты — прямой запрет ТЗ
нет,,metody-vospitaniya-detey,,,3543,,"педагогическая нормативка: методы, средства и принципы воспитания"
да,Отношения с мужчиной младше: чего боятся и что в них хорошего,otnosheniya-s-muzhchinoy-mladshe,Отношения,/artterapy,3537,мужчина младше на 10 лет психология отношений · мужчина моложе на 10 лет психология отношений · отношения с мужчиной моложе · психология отношений мужчина младше · отношения с мужчиной моложе на год,
нет,,vernetsya-posle-rasstavaniya,,,3524,,дубль vozvraschayutsya-li-posle-rasstavaniya.md
нет,,byvshaya-devushka-posle-rasstavaniya,,,3413,,мужская перспектива; блок расставания переполнен
нет,,nachalo-otnosheniy-s-muzhchinoy,,,3361,,"эзо-ставы и гороскопы (телец, дева) в ключах; дубль mesyats-otnosheniyam-s-muzhchinoy.md"
нет,,formy-vospitaniya-detey,,,3310,,"опека, ДОУ, «дети, оставшиеся без попечения» — юридическая нормативка"
нет,,bulling-byvshego,,,3277,,склейка + «статья за буллинг»; тема закрыта bulling-chto-eto-takoe-prostymi-slovami.md
нет,,otnoshenie-k-dengam-2,,,3270,,дубль otnoshenie-k-dengam.md
нет,,vals-rasstavaniya,,,3267,,песня Яна Френкеля «Вальс расставания»
нет,,bezmolvnoe-rasstavanie,,,3259,,"фильм «Безмолвное расставание» (озвучка, онлайн)"
нет,,mesyatsy-posle-rasstavaniya,,,3249,,"дубль nedelya-posle-rasstavaniya.md, polgoda-rasstavaniya.md, god-posle-rasstavaniya.md"
нет,,kak-izbavitsya-ot-razdrazheniya,,,3226,,омоним: раздражение после бритья и в зоне бикини; чувство закрыто chuvstvo-razdrazheniya.md
нет,,ot-trevozhnosti-i-stressa,,,3187,,БАДы и магний — лечение; дубль snyatie-stressa.md и kak-spravitsya-s-trevogoy.md
нет,,vylechu-depressiyu,,,3181,,лечение депрессии — прямой запрет ТЗ
нет,,privyazannost-zhenschiny,,,3157,,склейка + «гормон привязанности»; дубль privyazannost-v-otnosheniyah.md
нет,,prichiny-perenosa-otpuska,,,3083,,кадровое делопроизводство (перенос отпуска) и перенос рейса — чужая сфера
нет,,privyazannost-k-byvshemu,,,3067,,дубль kak-izbavitsya-ot-privyazannosti.md и kak-zabyt-cheloveka.md
нет,,nachalo-depressii,,,3008,,начало Великой депрессии — экономика; психология закрыта prichiny-depressii.md
да,Сказкотерапия: как через сказку говорить с ребёнком о трудном,skazkoterapiya-dlya-detey,Детская психология,/artterapy,3008,воспитание детей через сказки · сказкотерапия для детей · терапевтические сказки для детей · сказки для детей психология,
нет,,samootsenka-podrostka-2,,,2978,,дубль samootsenka-podrostka.md
нет,,lyubit-posle-rasstavaniya,,,2948,,дубль otnoshenie-muzhchin-posle-rasstavaniya.md и vozvraschayutsya-li-posle-rasstavaniya.md
нет,,rasstavanie-pomogaet,,,2932,,склейка из трёх фраз
нет,,rasstavanie-zabyt,,,2916,,дубль kak-zabyt-cheloveka.md
нет,,sovremennoe-vospitanie-detey,,,2906,,"современные подходы, технологии и системы воспитания — педагогическая нормативка"
нет,,emotsionalnaya-empatiya,,,2853,,"дубль empatiya.md, slovar-empatiya.md, emocionalnyy-intellekt.md"
нет,,podrostkovyy-vozrast-u-devochek,,,2849,,"дубль perehodnyy-vozrast-u-devochek.md; хвост — физиология (грудь, рост)"
нет,,pisat-posle-rasstavaniya-2,,,2846,,дубль pisat-posle-rasstavaniya.md
нет,,buduschee-otnosheniya-s-muzhchinoy,,,2838,,гадание на будущее отношений — эзотерика
нет,,lyubov-i-otnosheniya-s-muzhchinoy,,,2804,,"склейка; аффирмации закрыты affirmacii-na-lyubov.md, любовница — otnosheniya-s-zhenatym-muzhchinoy.md"
нет,,zavyshennaya-samootsenka,,,2803,,дубль vidy-samoocenki.md; хвост — сканворд «эрудит с завышенной самооценкой»
нет,,napisal-posle-rasstavaniya,,,2792,,дубль pisat-posle-rasstavaniya.md
нет,,pomosch-bessoznatelnogo,,,2778,,первая помощь пострадавшему — медицина и ОБЖ
нет,,otsenka-samootsenka,,,2759,,школьная педагогика: оценка и самооценка учебной деятельности
нет,,trevozhnost-mysli,,,2748,,дубль navyazchivye-mysli.md и kak-izbavitsya-ot-trevozhnosti-i-navyazchivyh-mysley.md
нет,,grud-v-podrostkovom-vozraste,,,2732,,"физиология подростка — чувствительная зона, не наша тема"
нет,,shagov-k-stabilnoy-samootsenke,,,2704,,навигация за книгой «7 шагов к стабильной самооценке»; дубль kak-povysit-samoocenku.md
нет,,bessoznatelnom-sostoyanii-postradavshego,,,2684,,первая помощь и транспортировка пострадавшего — медицина
