годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
да,Как сказать мужчине о расставании и остаться собой,rasstavanie-s-muzhchinoy,Отношения,/artterapy,9700,расставание с мужчиной · как сказать мужчине о расставании · расставание инициативе мужчины · расставания с любимым мужчиной · психология расставания мужчины · как мужчина переживает расставание с женщиной · прощальные слова мужчине при расставании своими · письмо мужчине расставание своими словами · расставание с женатым мужчиной,
нет,,depressiya-bez-depressii,,,9424,,"склейка плюс препараты: «депрессия без таблеток», «антидепрессанты без депрессии»"
нет,,tyazhelaya-depressiya,,,9270,,степень тяжести и препараты — диагностика и лечение
нет,,nizkaya-samootsenka,,,9232,,дубль priznaki-nizkoy-samoocenki и kak-povysit-samoocenku
нет,,depressiya-kak-vyshli,,,9130,,"склейка плюс «как лечить депрессию», «эндогенная»; тема закрыта kak-vyyti-iz-depressii"
нет,,depressiya-u-zhenschin,,,8922,,«как лечить депрессию у женщин» — лечение; тема закрыта depressiya-simptomy и kak-perezhit-depressiyu
нет,,muzhchiny-poznakomyatsya-s-muzhchinami-dlya-otnosheniy,,,8917,,сайт знакомств
нет,,professionalnoe-vygoranie,,,8809,,"интент HR и педагогов: сотрудники, деформация, профессии; тема закрыта vygoranie-na-rabote"
нет,,tipy-privyazannosti-v-otnosheniyah,,,8727,,дубль существующей статьи tipy-privyazannosti
да,Ошибка выжившего: почему чужой успех сбивает нас с толку,oshibka-vyzhivshego,Словарь,/coach,8555,ошибка выжившего · систематическая ошибка выжившего · ошибка выжившего примеры · ошибка выжившего книга,
да,Ценности в воспитании: что мы на самом деле передаём детям,tsennost-vospitaniya-detey,Детская психология,/artterapy,8306,ценность воспитания детей · семейные ценности воспитание детей · ценности семьи и воспитание детей · ценности и цели в воспитании детей · система ценностей в воспитании детей · ценностное воспитание детей · основные ценности воспитания ребенка,
нет,,trevozhno-izbegayuschaya-privyazannost,,,8287,,дубль существующей статьи trevozhno-izbegayuschaya-privyazannost-v-otnosheniyah
нет,,depressiya-proshla,,,7894,,"три ключа, один из них строчка из песни; на статью не хватает"
нет,,vospitaniya-lichnosti-rebenka,,,7829,,педагогический реферат про формирование личности
нет,,pedagogicheskoe-vospitanie-detey,,,7514,,"педагогика: методы, системы, условия, дети с отклонениями"
нет,,rasstavanie-s-lyubimym,,,7428,,дубль kak-perezhit-rasstavanie
да,Сепарация от родителей: как повзрослеть и не потерять связь,separatsiya-ot-roditeley,Отношения,/artterapy,7386,сепарация от родителей · сепарация от родителей во взрослом возрасте · сепарация от родителей возраст · сепарация от родителей что это простыми · как проходит сепарация от родителей · кризис сепарации от родителей · подростковая сепарация от родителей · в чем заключается сепарация от родителей · сепарация детей от родителей,
нет,,vospitanie-detey-ogranichivaya,,,7348,,дети с ОВЗ — специальная и медицинская тема
нет,,depressiya-proydet,,,7263,,прогноз болезни «пройдёт ли сама» — диагностика; тема закрыта kak-vyyti-iz-depressii
нет,,rasstavanie-s-byvshey,,,7226,,мужская аудитория плюс сонник
нет,,bessoznatelnoe-sostoyanie,,,7188,,склейка: медицинское «без сознания» и первая помощь вперемешку с психоанализом
нет,,lyubimomu-posle-rasstavaniya,,,7162,,эзотерика: «молитва вернуть любимого»; тема закрыта kak-zabyt-cheloveka
нет,,klinicheskaya-depressiya,,,7065,,диагноз и клинические рекомендации
да,Самооценка женщины: из чего она складывается и что её ранит,samootsenka-zhenschiny,Самопознание,/artterapy,6788,самооценка женщины · психология самооценка женщины · самооценка женщины в отношениях · женщина с низкой самооценкой · высокая самооценка женщины · самооценка женщины с мужчинами · поднять самооценку женщине советы · повысить самооценку и уверенность в себе женщине,
да,Новые отношения после расставания: когда я к ним готова,otnosheniya-posle-rasstavaniy,Отношения,/artterapy,6769,отношения после расставаний · новые отношения после расставания · не хочу отношений после расставания · отношения сразу после расставания · начало новых отношений после расставания · будут ли отношения после расставания · хорошие отношения после расставания · заместительные отношения после расставания,
нет,,posle-rasstavaniya-s-devushkoy,,,6266,,мужская аудитория
нет,,samootsenka-i-uverennost-v-sebe,,,6182,,дубль существующей статьи uverennost-v-sebe
нет,,psihologiya-otnosheniy-knigi,,,6117,,"навигационный запрос книг, «читать онлайн бесплатно»"
нет,,pravila-vospitaniya-detey,,,5975,,нормативка («постановление правительства о воспитании») и логопедия; тема закрыта vospitanie-detey-v-seme
нет,,god-v-depressii,,,5812,,"склейка: «ребенку год депрессия», «год жила в депрессии»"
нет,,trevozhnost-bespokoystvo,,,5805,,запрос книги Бёрнса «Терапия беспокойства»; тема закрыта kak-spravitsya-s-trevogoy
нет,,samootsenka-cheloveka,,,5802,,"общая склейка без своего угла, дубль kak-ponyat-samoocenku"
нет,,samootsenka-kniga,,,5718,,"мусорная склейка: «самооценка качества», «самооценка выполнена» — из аудита, не про людей"
нет,,panicheskaya-trevozhnost,,,5662,,панические атаки и препараты; тема закрыта panicheskoe-rasstroystvo и kak-spravitsya-s-panikoy
нет,,uprazhnenie-otnoshenie,,,5632,,"склейка «упражнение отношение», темы под ней нет"
нет,,emotsionalnaya-labilnost,,,5628,,дубль словарной статьи slovar-labilnost
нет,,nezakrytyy-geshtalt,,,5607,,дубль темы «закрой гештальт» (строка 5) и словарной slovar-geshtalt
нет,,sensornaya-deprivatsiya,,,5593,,"дубль slovar-deprivaciya, в ключах порномусор"
нет,,silnaya-trevozhnost,,,5487,,степень тяжести и телесные симптомы; тема закрыта kak-spravitsya-s-trevogoy
нет,,psihologiya-otnosheniya-mezhdu,,,5257,,"склейка «психология отношения между», темы под ней нет"
да,Переходный возраст у девочки: что происходит и как быть рядом,perehodnyy-vozrast-u-devochek,Детская психология,/artterapy,5055,переходный возраст у девочек · когда начинается переходный возраст у девочек · когда заканчивается переходный возраст у девочек · переходный возраст девочке 12 лет · переходный возраст 10 лет девочке · девочка 11 лет переходный возраст · переходной возраст у девочек 13 · переходный возраст у девочек 12,
нет,,silnaya-depressiya,,,5009,,"степень тяжести, четыре ключа — диагностика"
да,Переходный возраст у мальчика: когда начинается и как помочь,perehodnyy-vozrast-u-malchikov,Детская психология,/artterapy,4959,переходный возраст у мальчиков · когда начинается переходный возраст у мальчиков · когда заканчивается переходный возраст у мальчиков · переходный возраст мальчика 13 лет · переходный возраст у мальчиков 14,
нет,,tselevye-orientiry-vospitaniya-detey,,,4867,,терминология ФГОС: «целевые ориентиры воспитания»
нет,,refleksiya-otvet,,,4841,,склейка «рефлексия ответ»; тема закрыта refleksiya и slovar-refleksiya
да,Привязанность ребёнка: как складывается опора на всю жизнь,privyazannosti-rebenka,Детская психология,/artterapy,4794,привязанности ребенка · привязанность ребенка к матери · привязанности ребенка к родителям · привязанность в жизни ребенка · эмоциональная привязанность ребенка · привязанность ребенка формирование · развитие привязанности ребенка · сильная привязанность ребенка · сильная привязанность к маме,
да,Коллективное бессознательное: идея Юнга простыми словами,kollektivnoe-bessoznatelnoe,Словарь,/cards,4742,коллективное бессознательное · коллективное бессознательное юнга · карл юнг коллективное бессознательное · коллективное бессознательное по юнгу · понятие коллективное бессознательное · концепцию коллективного бессознательного · коллективное бессознательное просто,
нет,,onemenie-chuvstv,,,4733,,"половина ключей — неврология (онемение рук, ног, языка), остальное дубль podavlenie-emociy"
нет,,traditsionnoe-vospitanie-detey,,,4688,,"этнопедагогика и традиции народов, не про нашу читательницу"
нет,,rasstavanie-mesyatsa,,,4651,,дубль темы сроков после расставания (строка 97)
нет,,vospitanie-sosedskih-detey,,,4549,,выпуск телешоу «Мужское/Женское»
да,Копинг-стратегии: как мы справляемся со стрессом и трудным,koping-strategii,Психология,/artterapy,4505,копинг стратегии · копинг стратегии в психологии · копинг стратегии стресса · копинг стратегии совладание · эмоциональные копинг стратегии · копинг стратегии лазаруса · стратегия копинг поведение · копинг стратегии личности · копинг стратегии со стрессом,
да,"Хочу отношений, а их нет: что этому мешает на самом деле",hochu-otnosheniy-s-muzhchinoy,Отношения,/artterapy,4426,хочу отношений с мужчиной · очень хочу отношений с мужчиной · хочу хороших отношений с мужчиной · не хочу отношений с мужчинами после · не хочу строить отношения с мужчинами,
нет,,psihologiya-otnosheniy-mezhdu-muzhchinoy,,,4416,,склейка «психология отношений между мужчиной»; тема закрыта kak-ponyat-otnosheniya-s-muzhchinoy
нет,,profilaktika-vygoraniya,,,4407,,"методички и тренинги для педагогов и HR, а не для читательницы"
нет,,otnosheniya-mezhdu-zhenschinami-psihologiya,,,4382,,"склейка, ключи собраны из разных запросов"
да,"Год после расставания, а всё ещё больно: почему так бывает",god-posle-rasstavaniya,Отношения,/artterapy,4337,год после расставания · спустя год после расставания · через год после расставания · прошел год после расставания · год после расставания с мужем · год после расставания с парнем · бывший через год после расставания · после расставания месяц не проходит · спустя месяц после расставания,
нет,,snizhenie-trevozhnosti,,,4295,,программы и занятия для специалистов; тема закрыта kak-uspokoit-trevozhnost
нет,,shkolnyy-bulling,,,4284,,дубль строки 18 «буллинг в школе»
нет,,posle-rasstavaniya-nachal,,,4249,,"склейка «после расставания начал», темы под ней нет"
нет,,vzroslaya-trevozhnost,,,4208,,препараты («афобазол») и лечение; дубль povyshennaya-trevozhnost-u-vzroslyh
да,Выученная беспомощность: почему опускаются руки и как быть,vyuchennaya-bespomoschnost,Психология,/coach,4176,выученная беспомощность · синдром выученной беспомощности · выученная беспомощность это в психологии · теория выученной беспомощности · выученная беспомощность эксперимент · селигман выученная беспомощность,
нет,,depressiya-v-ssha,,,4172,,"Великая депрессия в США — экономика, а не психика"
нет,,silnaya-privyazannost,,,4095,,дубль privyazannost-v-otnosheniyah и kak-izbavitsya-ot-privyazannosti
нет,,vysokaya-samootsenka,,,4083,,дубль vidy-samoocenki
да,Самооценка ребёнка: как она складывается и что на неё влияет,samootsenki-rebenka,Детская психология,/artterapy,4055,самооценка ребенка · формирование самооценки ребенка · развитие самооценки ребенка · низкая самооценка ребенка · заниженная самооценка ребенка · адекватная самооценка ребенка · влияние самооценки на ребенка · самооценка ребенка в школе · повышение самооценки ребенка · влияние самооценки родителя на самооценку ребенка,
нет,,perehodnoy-vozrast-skolkih-vozrast,,,4035,,склейка «со скольки лет»; тема закрыта perehodnyy-vozrast-u-detey
нет,,semeynoe-vospitanie-rebenka,,,4032,,"педагогический реферат: стили, условия, цель семейного воспитания; дубль vospitanie-detey-v-seme"
нет,,rasstavanie-s-zhenschinoy,,,4027,,мужская аудитория плюс гороскопы
нет,,emotsionalnaya-privyazannost,,,3999,,дубль privyazannost-v-otnosheniyah
нет,,diagnoz-depressiya,,,3908,,диагноз и диагностика напрямую
нет,,fizicheskoe-vospitanie-rebenka,,,3907,,физкультура и педагогика
нет,,chuvstvo-obidy,,,3876,,"дубль существующей статьи kak-otpustit-obidu, в ключах сканворды"
нет,,depressiya-segmenta,,,3853,,"депрессия сегмента ST — кардиология, к психологии отношения не имеет"
нет,,chuvstvo-grusti,,,3844,,"дубль kak-spravitsya-s-grustyu, ключи из сканвордов и песен"
нет,,metod-ratsionalizatsii,,,3820,,математика: метод рационализации логарифмических неравенств
нет,,bulling-detey,,,3810,,склейка и дубль строки 18; в ключах игры и «статья за буллинг»
нет,,depressiya-u-muzhchin,,,3731,,дубль priznaki-depressii-u-muzhchin
нет,,kak-nazyvaetsya-depressiya,,,3705,,перечень названий диагнозов — диагностика
нет,,postoyannaya-trevozhnost,,,3689,,дубль kak-spravitsya-s-trevogoy
нет,,depressiya-simptomy-u-zhenschin,,,3655,,симптомы как чек-лист диагноза — прямой запрет ТЗ
нет,,psihologiya-otnosheniy-rasskazy,,,3604,,навигационный запрос дзен-канала
нет,,refleksiya-udarenie,,,3601,,справочный запрос про ударение в слове
да,Теория привязанности: как детский опыт влияет на любовь,teoriya-privyazannosti,Психология,/artterapy,3589,теория привязанности · теория привязанности джона боулби · боулби теория привязанности · теория привязанности эйнсворт · теория привязанности в психологии · теория типов привязанности,
нет,,antidepressanty-pri-depressii,,,3554,,препараты
нет,,metody-vospitaniya-detey,,,3543,,"педагогика: методы, средства, ОВЗ; дубль tipy-vospitaniya-detey"
нет,,vernetsya-posle-rasstavaniya,,,3524,,дубль строки 30 «вернуться к бывшему»
нет,,byvshaya-devushka-posle-rasstavaniya,,,3413,,мужская аудитория
нет,,nachalo-otnosheniy-s-muzhchinoy,,,3361,,"дубль kak-stroit-otnosheniya-s-muzhchinoy, свой ключ — «став» (эзотерика)"
нет,,formy-vospitaniya-detey,,,3310,,"юридические формы устройства детей, оставшихся без попечения"
да,Отношение к деньгам: откуда берутся наши установки о них,otnoshenie-k-dengam,Цели и развитие,/coach,3270,отношение к деньгам · правильное отношение к деньгам · отношение людей к деньгам · какое отношение к деньгам · отношение ребенка к деньгам,
нет,,vals-rasstavaniya,,,3267,,песня Яна Френкеля «Вальс расставания»
нет,,bezmolvnoe-rasstavanie,,,3259,,"фильм: «озвучка», «2015», «онлайн бесплатно»"
нет,,mesyatsy-posle-rasstavaniya,,,3249,,дубль строки 97 про сроки после расставания
нет,,kak-izbavitsya-ot-razdrazheniya,,,3226,,"раздражение кожи после бритья — косметология, а не эмоция"
нет,,ot-trevozhnosti-i-stressa,,,3187,,препараты и БАДы («магний от тревожности»); дубль snyatie-stressa
нет,,vylechu-depressiyu,,,3181,,«как вылечить депрессию» — лечение
нет,,privyazannost-zhenschiny,,,3157,,"три ключа, один физиологический («гормон привязанности»), темы нет"
нет,,prichiny-perenosa-otpuska,,,3083,,кадровый вопрос про перенос отпуска и рейса
да,Отношения с женатым мужчиной: почему так больно ждать,otnosheniya-s-zhenatym-muzhchinoy,Отношения,/artterapy,3032,отношения с женатым мужчиной · отношения с женатым мужчиной советы · отношения с женатым мужчиной с ребенком · свободные отношения с женатым мужчиной,
нет,,nachalo-depressii,,,3008,,«начало великой депрессии» плюс стадия болезни
нет,,vospitanie-detey-cherez,,,3008,,"склейка «воспитание детей через», ключи из разных тем"
да,"Самооценка подростка: как поддержать, когда он себя не любит",samootsenka-podrostka,Детская психология,/artterapy,2978,самооценка подростка · заниженная самооценка подростков · формирование самооценки подростков · развитие самооценки подростков · особенности самооценки подростков · самооценка девочки подростка · влияние самооценки на подростков · поднятие самооценки подростку,
нет,,lyubit-posle-rasstavaniya,,,2948,,дубль строк 30 и 150 про бывшего
нет,,rasstavanie-pomogaet,,,2932,,дубль kak-perezhit-rasstavanie
нет,,rasstavanie-zabyt,,,2916,,дубль kak-zabyt-cheloveka
нет,,sovremennoe-vospitanie-detey,,,2906,,педагогический реферат про современные технологии воспитания
нет,,emotsionalnaya-empatiya,,,2853,,дубль empatiya и slovar-empatiya
нет,,podrostkovyy-vozrast-u-devochek,,,2849,,дубль строки 81 плюс физиология пубертата
да,Писать или не писать бывшему: как решить и потом не жалеть,pisat-posle-rasstavaniya,Отношения,/artterapy,2846,писать после расставания · писать ли после расставания · после расставания не писать первой · после расставания хочу написать · после расставания написала первая · написал после расставания,
нет,,buduschee-otnosheniya-s-muzhchinoy,,,2838,,гадание на будущее отношений — эзотерика
нет,,lyubov-i-otnosheniya-s-muzhchinoy,,,2804,,склейка плюс аффирмации и «медитация на отношения» — эзотерический интент
нет,,zavyshennaya-samootsenka,,,2803,,сканворд «эрудит с завышенной самооценкой 9 букв»; дубль vidy-samoocenki
нет,,napisal-posle-rasstavaniya,,,2792,,дубль строки 150 про переписку с бывшим
нет,,pomosch-bessoznatelnogo,,,2778,,первая помощь пострадавшему без сознания — медицина
нет,,otsenka-samootsenka,,,2759,,школьная педагогика: оценка и самооценка учебной деятельности
нет,,trevozhnost-mysli,,,2748,,дубль navyazchivye-mysli и kak-izbavitsya-ot-trevozhnosti-i-navyazchivyh-mysley
нет,,grud-v-podrostkovom-vozraste,,,2732,,физиология пубертата у подростков — чувствительная медицинская зона
нет,,shagov-k-stabilnoy-samootsenke,,,2704,,"запрос конкретной книги («7 шагов», Бёрнс); дубль kak-povysit-samoocenku"
нет,,bessoznatelnom-sostoyanii-postradavshego,,,2684,,транспортировка пострадавшего без сознания — первая помощь
нет,,grustnoe-rasstavanie,,,2669,,"запрос грустного видео «до слёз», а не тема"
нет,,profilaktika-bullinga,,,2656,,планы мероприятий и методички для школы; тема закрыта prichiny-bullinga и priznaki-bullinga
нет,,trevozhnost-hanina,,,2616,,шкала Спилбергера—Ханина — диагностическая методика
нет,,srednyaya-depressiya,,,2603,,степень тяжести депрессии — диагностика
нет,,vysokaya-trevozhnost,,,2601,,"дубль kak-spravitsya-s-trevogoy, своих ключей нет"
нет,,stress-vygoraniya,,,2601,,склейка «стресс выгорания» плюс книга; тема закрыта chto-takoe-stress и vygoranie
нет,,v-protsesse-vospitaniya-rebenok-tsennosti,,,2565,,дубль строки 51 про ценности в воспитании
нет,,zanizhennaya-samootsenka,,,2550,,дубль priznaki-nizkoy-samoocenki
да,Отношения с мужчиной после 50: как строить близость заново,otnosheniya-s-muzhchinoy-posle-50,Отношения,/artterapy,2540,отношения с мужчиной после 50 · отношения с мужчиной после 40 · отношения с мужчиной после 60 лет · отношение с мужчиной после 50 лет · отношения с мужчинами после развода · отношения с мужчиной после 40 лет · после разрыва отношений с мужчиной,
нет,,perehodnyy-vozrast-stendap,,,2535,,стендап-концерт
нет,,devushka-v-otnosheniyah-s-muzhchinoy,,,2515,,"склейка «девушка в отношениях с мужчиной», ключи из разных запросов"
нет,,kak-perezhit-razvod-s-muzhem,,,2494,,дубль существующей статьи kak-perezhit-razvod
нет,,bulling-podrostkov,,,2442,,дубль строки 18 «буллинг в школе»
нет,,psihologicheskoe-vygoranie,,,2435,,дубль vygoranie
да,"Отрицание: как психика защищает нас от того, что слишком больно",otritsanie-depressiya,Словарь,/artterapy,2432,отрицание в психологии · психологическое отрицание · отрицание механизм психологической защиты · отрицание депрессия · отрицание гнев торг депрессия принятие смирение · отрицание торг депрессия принятие · психология отрицание принятие,
да,Привязанность мужчины: как она возникает и чем держится,privyazannost-u-muzhchiny,Отношения,/artterapy,2370,привязанность у мужчины · привязанность мужчины к женщине · эмоциональная привязанность к мужчине · привязанность мужчины и любовь · привязанность мужчины к бывшей,
нет,,samootsenka-lichnosti,,,2367,,академическая диагностика самооценки (Айзенк) — реферат
да,"Отношения с мужчиной, у которого есть дети: как выстроить",muzhchina-s-detmi-otnosheniya,Отношения,/artterapy,2334,мужчина с детьми отношения · строю отношения с мужчиной с детьми · отношения с мужчиной с двумя детьми · отношения с мужчиной с 2 детьми · отношения с мужчиной живущего с детьми,
да,Терапия тревоги: что на самом деле происходит в кабинете,terapiya-trevogi,Психология,/online,2329,терапия тревоги · терапия тревожности · когнитивная терапия тревоги · когнитивная терапия тревожности · тревожность арт терапия,
нет,,roditelskoe-vospitanie-detey,,,2314,,педагогика и «ненадлежащее воспитание» — нормативка
