годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,942,как помириться с бывшим,дубль vozvraschayutsya-li-posle-rasstavaniya и otnosheniya-s-byvshim-muzhchinoy
нет,,,,,895,сенсорные интроверты,соционика: логико-сенсорный интроверт — типология вне ТЗ
нет,,,,,838,как простить обиду человеку,дубль kak-otpustit-obidu
нет,,,,,836,не разговаривать после ссоры,дубль na-menya-obidelis-i-molchat: молчание после обиды разобрано там
нет,,,,,822,порно во время ссоры,порнозапросы
нет,,,,,793,что пришел друзей нашла,склейка лемматизатора
нет,,,,,786,интроверт и интроверт разница,дубль introvert-i-ekstravert
нет,,,,,750,стесняется раздели,порнозапросы
нет,,,,,745,стой я же стесняюсь,мем и взрослый контент
нет,,,,,723,ссора по другому,"словарь синонимов «ссора по-другому»; реальных ключей два, частота низкая"
нет,,,,,706,голые стесняются дома,порнозапросы
нет,,,,,700,интроверт обучение,курсы и взрослый контент
нет,,,,,660,ссора птиц,индийская сказка «Ссора птиц»
нет,,,,,647,тодд после ссоры,"Анна Тодд, книга и фильм «После»"
нет,,,,,611,худой доброй ссоры,пословица «худой мир лучше доброй ссоры»
нет,,,,,570,стесняться но показывает,порнозапросы
нет,,,,,496,никогда не даст в обиду,статусы и книга; работа с обидой закрыта kak-otpustit-obidu
нет,,,,,483,ссора корень,школьный разбор слова по составу
нет,,,,,470,муж с женой после ссоры,дубль na-menya-obidelis-i-molchat: молчание после ссоры
нет,,,,,469,порно нашел маму друга,порнозапросы
