годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,270,материальные ресурсы для достижения цели,"канцелярит блока целей: менеджмент, госплан, методички и формулировки курсовых; живое закрыто dostizhenie-celi, planirovanie-celey, smart-celi, celi-na-god"
нет,,,,,268,достижение целей стратегический подход,"канцелярит блока целей: менеджмент, госплан, методички и формулировки курсовых; живое закрыто dostizhenie-celi, planirovanie-celey, smart-celi, celi-na-god"
нет,,,,,267,технологии для достижения целей проекта,"канцелярит блока целей: менеджмент, госплан, методички и формулировки курсовых; живое закрыто dostizhenie-celi, planirovanie-celey, smart-celi, celi-na-god"
нет,,,,,266,в целях поставленных перед нами учтены,"канцелярит блока целей: менеджмент, госплан, методички и формулировки курсовых; живое закрыто dostizhenie-celi, planirovanie-celey, smart-celi, celi-na-god"
нет,,,,,265,направленность на достижение определенной цели,"канцелярит блока целей: менеджмент, госплан, методички и формулировки курсовых; живое закрыто dostizhenie-celi, planirovanie-celey, smart-celi, celi-na-god"
нет,,,,,262,женские архетипы в психологии,"закрыто zhenskie-arhetipy, test-arhetip, arhetip-teni; хвост — книги и «архетипы внешности» из стилистики"
нет,,,,,262,как снять напряжение и стресс женщине,"закрыто snyatie-stressa, relaksaciya-po-dzhekobsonu, dyhatelnaya-tehnika-4-7-8, vygoranie-na-rabote"
нет,,,,,260,сто целей на год,"закрыто celi-na-god, celi-na-novyy-god, planirovanie-celey"
нет,,,,,260,что делать если лезут плохие мысли,"закрыто navyazchivye-mysli, slovar-ruminaciya, katastrofizatsiya-myshleniya, kak-izbavitsya-ot-trevozhnosti-i-navyazchivyh-mysley"
нет,,,,,259,способность контролировать свои эмоции и поведение,"закрыто kak-upravlyat-emociyami, prozhit-emocii, emocionalnyy-intellekt; хвост — определения из учебника"
нет,,,,,258,отношения в семье деньгами,закрыто dengi-v-otnosheniyah и finansovaya-zavisimost-ot-partnera (раздел «Отчёт за прокладки и кофе»)
нет,,,,,258,искусство заявлять о себе,закрыто strah-proyavlyatsya — в заголовке прямо «как перестать прятаться и заявить о себе»; страх оценки — socialnaya-trevozhnost
нет,,,,,256,указ о достижении национальных целей,указы президента и национальные цели развития
нет,,,,,240,определение необходимых ресурсов для достижения цели,"канцелярит блока целей: менеджмент, госплан, методички и формулировки курсовых; живое закрыто dostizhenie-celi, planirovanie-celey, smart-celi, celi-na-god"
нет,,,,,240,ацикловир велфарм 400 мг инструкция по применению,"инструкции к препаратам: ацикловир, феназепам, асентра — лечение, запрет ТЗ"
нет,,,,,220,когда у мужчины начинается кризис среднего возраста,закрыто krizis-srednego-vozrasta-u-muzha и krizis-srednego-vozrasta (женская версия)
