годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,kak-povysit-samootsenku-i-uverennost-v-sebe,,,2003,,дубль kak-povysit-samoocenku и uverennost-v-sebe
да,Кризис сепарации у малыша: когда ребёнок не отпускает,krizis-separatsii,Детская психология,/artterapy,1997,кризис сепарации · кризис сепарации у ребенка · кризис сепарации в год · кризис сепарации в 6 месяцев,
да,Сойтись снова после расставания: стоит ли пробовать,vstrechaemsya-posle-rasstavaniya,Отношения,/artterapy,1994,встречаемся после расставания · снова встречаться после расставания · встреча после расставания,
нет,,chelovek-podrostkovogo-vozrasta,,,1990,,"склейка лемматизатора, тема перекрыта статьями о подростковом возрасте"
нет,,skolko-dlitsya-depressiya,,,1983,,"стадии, степени и сроки лечения депрессии — запрещённая диагностика"
нет,,litvak-samootsenka,,,1981,,"запрос про книгу Бориса Литвака, «читать онлайн бесплатно»"
да,"Подростковый возраст: что в нём нормально, а что пугает зря",normalnyy-podrostkovyy-vozrast,Детская психология,/artterapy,1971,нормальный подростковый возраст · нормально ли в подростковом возрасте · норма подросткового возраста,
да,Как пережить подростковый возраст ребёнка: опора родителю,podrostkovyy-vozrast-chto-delat,Детская психология,/artterapy,1971,подростковый возраст что делать · как пережить подростковый возраст · как пережить переходный возраст · подростковый возраст как помочь · переходный возраст как помочь · как справляться с подростковым возрастом · как справиться с переходным возрастом,
нет,,emotsionalnaya-trevozhnost,,,1970,,"склейка лемматизатора, тема перекрыта статьями о тревожности"
нет,,rasstavanie-sovety,,,1966,,дубль существующей статьи kak-perezhit-rasstavanie
нет,,rasstavaniya-slushat,,,1965,,песня: «слушать онлайн бесплатно»
нет,,psihologicheskaya-trevozhnost,,,1935,,навигационный запрос — поиск психолога по тревожности
нет,,podrostkovyy-vozrast-do-skolki,,,1932,,дубль существующей статьи etapy-podrostkovogo-vozrasta
да,Половое воспитание: как говорить с ребёнком о теле,polovoe-vospitanie-detey,Детская психология,/artterapy,1924,половое воспитание детей · половое воспитание детей лет · книга о половом воспитании для детей,
нет,,mladshiy-podrostkovyy-vozrast,,,1921,,вузовский конспект — ведущая деятельность и новообразования возраста
нет,,kak-perezhit-rasstavanie-s-lyubimym,,,1915,,дубль существующей статьи kak-perezhit-rasstavanie
нет,,katarsis-novgorod,,,1915,,навигационный запрос — адрес и режим работы диспансера
нет,,psihologiya-rasstavaniya,,,1908,,дубль stadii-rasstavaniya и kak-perezhit-rasstavanie
нет,,dissotsiatsiya-v-psihologii,,,1899,,"дубль slovar-dissociaciya, основная масса ключей — химия"
да,Он сразу нашёл другую: почему это так больно и что делать,srazu-posle-rasstavaniya,Отношения,/artterapy,1894,сразу после расставания · после расставания сразу нашел другую · нашел сразу после расставания · после расставания сразу с другой,
да,Эмоциональная депривация: когда в детстве не хватало тепла,emotsionalnaya-deprivatsiya,Психология,/artterapy,1885,эмоциональная депривация · эмоциональная депривация это в психологии · эмоциональная депривация детей · социально эмоциональная депривация,
нет,,podrostkovyy-vozrast-devushek,,,1878,,"склейка, ключи про подростковые знакомства"
нет,,katarsis-velikiy,,,1863,,навигационный запрос — адрес и режим работы клиники
нет,,depressiya-na-ekg,,,1853,,кардиология: депрессия сегмента ST на ЭКГ
да,Постоянное раздражение: откуда оно и что с ним делать,chuvstvo-razdrazheniya,Психология,/artterapy,1830,чувство раздражения · чувство сильного раздражения · чувствовать раздражение · эмоциональное раздражение · чувство обиды и раздражения · раздражение психологическое · психосоматика раздражения · чувство раздражения и неудовольствия,
да,Упражнения для повышения самооценки: что делать каждый день,metodika-samootsenki,Самопознание,/artterapy,1829,упражнение для самооценки · упражнения для повышения самооценки · способы повысить самооценку · техника повышения самооценки · самооценка техники работы · инструменты самооценки · самооценка практики,
нет,,refleksiya-cheloveka,,,1828,,дубль существующих refleksiya и slovar-refleksiya
нет,,kak-vernut-devushku-posle-rasstavaniya,,,1810,,"«как вернуть» с приворотными молитвами, мужская перспектива запроса"
нет,,vospitanie-detey-v-drugom,,,1810,,"ранобэ «Воспитание детей в другом мире», не тема"
нет,,samootsenka-devushka,,,1803,,дубль priznaki-nizkoy-samoocenki и kak-povysit-samoocenku
да,"Первые месяцы отношений: что происходит, когда влюблённость тает",mesyats-otnosheniyam-s-muzhchinoy,Отношения,/artterapy,1786,месяц отношениям с мужчиной · отношения с мужчиной через месяц · отношения с мужчиной 3 месяца,
нет,,diagnostika-trevozhnosti,,,1785,,"диагностические шкалы тревожности — Филлипс, Прихожан"
нет,,bulling-travlya,,,1782,,дубль существующих статей о буллинге
нет,,rezka-perepada-nastroeniya,,,1759,,"склейка лемматизатора, дубль perepady-nastroeniya"
нет,,rezkie-perepady-nastroeniya,,,1756,,"дубль perepady-nastroeniya, ключи про психиатрический диагноз"
нет,,vygoranie-depressiya,,,1748,,запрос про книгу Клауса Бернхардта плюс разграничение диагнозов
нет,,proektsiya-v-psihologii,,,1739,,дубль существующей статьи slovar-proekciya
да,Кто ушёл первым: почему инициатору расставания тоже больно,initsiativa-rasstavaniya,Отношения,/artterapy,1734,инициатива расставания · инициаторы расставания · парень инициатор расставания,
нет,,refleksiya-na-uroke,,,1729,,педагогика — приём рефлексии на уроке
нет,,vyrazhennaya-depressiya,,,1707,,степени тяжести депрессии — запрещённая диагностика
нет,,kulturnoe-vospitanie-detey,,,1691,,педагогическая методичка — цели культурного воспитания
нет,,formirovaniya-samootsenki,,,1681,,"дубль prichiny-samoocenki, остальные ключи про учащихся и педагогику"
нет,,svyazannyh-s-vospitaniem-detey,,,1671,,"юридическая нормативка — споры о воспитании, постановление пленума"
нет,,professionalnoe-emotsionalnoe-vygoranie,,,1668,,дубль vygoranie-na-rabote и vygoranie
нет,,kak-izbavitsya-ot-bespokoystva,,,1651,,дубль kak-spravitsya-s-trevogoy и kak-uspokoit-trevozhnost
нет,,podrostkovyy-shkolnyy-vozrast,,,1650,,вузовская возрастная периодизация
да,"Ребёнок не такой, как я: воспитание без переделывания",individualnoe-vospitanie-rebenka,Детская психология,/artterapy,1645,индивидуальное воспитание ребенка · индивидуальный подход в воспитании ребенка · воспитание индивидуальности ребенка · учет индивидуальных особенностей в воспитании ребенка,
нет,,transformery-geshtalty,,,1630,,"игрушки «Трансформеры», не тема"
нет,,trigger-v-psihologii,,,1628,,дубль существующей статьи slovar-trigger
нет,,vnutrennyaya-trevozhnost,,,1623,,"склейка лемматизатора, дубль статей о тревожности"
нет,,kak-spravitsya-s-obidoy,,,1609,,дубль существующей статьи kak-otpustit-obidu
нет,,trevozhnost-golova,,,1603,,смесь мультфильма «Головоломка» и соматических жалоб
нет,,psihologicheskaya-samootsenka,,,1597,,навигационный запрос — поиск психолога по самооценке
нет,,samootsenka-povedeniya,,,1580,,"склейка лемматизатора, темы нет"
нет,,profilaktika-professionalnogo-vygoraniya,,,1574,,дубль строки «профилактика эмоционального выгорания» в этом же плане
нет,,pravilnye-otnosheniya-s-muzhchinoy,,,1573,,дубль kak-stroit-otnosheniya-s-muzhchinoy и zdorovye-otnosheniya
да,Прощальное письмо бывшему: как договорить недосказанное,proschalnoe-rasstavanie,Арт-терапия,/artterapy,1566,прощальное расставание · прощальные слова при расставании · прощальное письмо при расставании · прощальное письмо своими словами при расставании · прощание расставание,
нет,,geshtalt-v-psihologii,,,1558,,дубль slovar-geshtalt и geshtalt-terapiya
нет,,vzroslye-podrostkovogo-vozrasta,,,1555,,вузовский конспект — чувство взрослости в подростковом возрасте
да,Психология семейных отношений: что держит пару вместе,psihologiya-semeynyh-otnosheniy,Отношения,/artterapy,1548,психология семейных отношений · психология семьи и семейных отношений · психология семейных отношений жены и мужа · психология семейных отношений жены,
нет,,psihologiya-vospitaniya-detey,,,1547,,"слишком общая тема, дубль существующих статей о воспитании в семье"
нет,,pedagogicheskoe-soprovozhdenie-vospitaniya-rebenka,,,1546,,"педагогическая теория — принципы, теории и сопровождение воспитания"
нет,,dissotsiatsiya-kislot,,,1543,,химия: диссоциация кислот
да,Сказки в воспитании ребёнка: что они дают на самом деле,narodnoe-vospitanie-detey,Детская психология,/artterapy,1533,народное воспитание детей · народные сказки в воспитании детей · русские народные сказки в воспитании детей,
нет,,serdechnaya-privyazannost,,,1519,,индийский фильм 2003 года
нет,,depressiya-chitat,,,1506,,книжно-пиратский запрос «читать бесплатно»
да,Первые отношения подростка: как быть рядом и не мешать,otnoshenie-podrostkov-v-podrostkovom-vozraste,Детская психология,/artterapy,1500,отношения в подростковом возрасте · отношение подростков в подростковом возрасте · подростковые отношения в каком возрасте · социальные отношения в подростковом возрасте,
нет,,trevozhnost-nochyu,,,1498,,дубль trevozhnaya-bessonnica
да,"Расстались, но любим друг друга: почему так бывает",rasstavanie-lyubyaschih-lyudey,Отношения,/artterapy,1491,расставание любящих людей · расставание двух людей,
нет,,geshtalty-dubtsova,,,1485,,песня Ирины Дубцовой «Гештальты»
нет,,tehnika-snizheniya-trevozhnosti,,,1478,,"дубль uprazhneniya-ot-trevogi, остальное — диагностические методики"
нет,,refleksiya-znaniy,,,1471,,педагогика — тип урока «рефлексия знаний»
нет,,privyazannost-priznaki,,,1468,,дубль tipy-privyazannosti и статей об избегающей привязанности
нет,,pri-dissotsiatsii-obrazuyutsya,,,1465,,"химия: ионы, образующиеся при диссоциации"
нет,,samootsenka-emotsionalnyh,,,1464,,"склейка лемматизатора, темы нет"
нет,,gigienicheskoe-vospitanie-detey,,,1451,,санитарно-гигиеническая методичка
нет,,razvitie-fizicheskogo-vospitaniya-detey,,,1443,,педагогическая нормативка — физическое воспитание в ДОУ
нет,,samootsenka-psihicheskih,,,1443,,психодиагностическая методика Айзенка
да,Тоска перед днём рождения: почему праздник не радует,depressiya-pered,Психология,/artterapy,1428,депрессия перед днем рождения · депрессия перед днем рождения и плохое настроение · депрессия перед днем,
нет,,predstaviteli-bessoznatelnogo,,,1423,,"склейка лемматизатора, дубль темы бессознательного"
нет,,chem-depressiya-otlichaetsya-ot-depressii,,,1413,,склейка лемматизатора: «чем депрессия отличается от депрессии»
да,"Расщепление в психологии: почему человек то хороший, то плохой",rasscheplenie-v-psihologii,Словарь,/artterapy,1399,расщепление в психологии · расщепление личности в психологии,
нет,,dissotsiatsiyu-veschestv,,,1397,,химия: диссоциация веществ
нет,,psihologiya-otnosheniy-chitat,,,1391,,книжно-пиратский запрос «читать онлайн бесплатно»
нет,,byvshaya-posle-goda-rasstavaniya,,,1389,,мужская перспектива запроса (про бывшую девушку) — мимо аудитории
нет,,prihozhan-trevozhnost,,,1387,,психодиагностическая шкала А. М. Прихожан
нет,,horoshiy-geshtalt,,,1383,,фильм «Закрыть гештальт» — «в хорошем качестве»
нет,,nachalnoe-vospitanie-rebenka,,,1382,,"склейка, дубль etapy-vospitaniya-rebenka"
нет,,refleksiya-deystviy,,,1370,,"дубль refleksiya, ключи из педагогики"
нет,,emotsionalnoe-vygoranie-simptomy,,,1352,,дубль kak-ponyat-chto-u-tebya-vygoranie и stadii-vygoraniya
нет,,kak-perezhit-rasstavanie-s-chelovekom,,,1349,,дубль существующей статьи kak-perezhit-rasstavanie
нет,,razvitie-vospitanie-detey-v-igre,,,1345,,педагогическая методичка — сюжетно-ролевая игра в ДОУ
да,Перенос в психологии: почему в терапевте видят близкого,perenos-v-psihologii,Словарь,/artterapy,1344,перенос в психологии,
нет,,psihologicheskoe-emotsionalnoe-vygoranie,,,1337,,"склейка лемматизатора, дубль статей о выгорании"
нет,,druzhba-privyazannost,,,1327,,"склейка, ключей под самостоятельную тему нет"
нет,,bez-vygoraniya,,,1326,,"обрывок фразы, тема перекрыта профилактикой выгорания"
да,Как мужчины переживают расставание: что с ними происходит,otnoshenie-muzhchin-posle-rasstavaniya,Отношения,/artterapy,1312,отношение мужчин после расставания · расставание с мужчиной после долгих отношений · мужчины новые отношения после расставания,
нет,,privyazannost-mezhdu,,,1312,,"склейка лемматизатора, темы нет"
нет,,zdorovaya-samootsenka,,,1309,,дубль kak-ponyat-samoocenku и vidy-samoocenki
да,Новая жизнь после расставания: как собрать себя заново,zhizn-posle-rasstavaniya,Отношения,/artterapy,1308,жизнь после расставания · новая жизнь после расставания · начать жизнь после расставания,
нет,,kak-perezhit-rasstavanie-s-muzhchinoy,,,1308,,дубль существующей статьи kak-perezhit-rasstavanie
да,Тревожность простыми словами: что это и откуда берётся,trevozhnost-opredelenie,Словарь,/artterapy,1302,тревожность определение · тревожность это простыми словами · тревожность значение,
нет,,metod-refleksii,,,1271,,педагогика — методы рефлексии на уроке
нет,,smert-rasstavaniya,,,1270,,песня Аллы Пугачёвой «Расставание — маленькая смерть»
нет,,kak-pishetsya-depressiya,,,1257,,орфографический запрос «как пишется слово»
да,Чувство неловкости: откуда оно и как перестать сгорать,chuvstvo-nelovkosti,Психология,/artterapy,1252,чувство неловкости · социальная неловкость · чувство неловкости перед человеком · чувство неловкости и смятения · чувство неловкости застенчивости · неловкость в общении · эмоция неловкости · стыд неловкость,
нет,,chelovek-s-izbegayuschim-tipom-privyazannosti,,,1245,,дубль izbegayuschaya-privyazannost-v-otnosheniyah
нет,,podrostkovom-vozraste-veduschey-yavlyaetsya,,,1231,,вузовский конспект — ведущая деятельность по Эльконину
нет,,sotsialnye-otnosheniya-psihologiya,,,1218,,вузовский конспект по социальной психологии
нет,,vospitaniya-detey-bez-roditeley,,,1209,,юридическая нормативка — формы устройства детей без родителей
нет,,polnoy-dissotsiatsii,,,1204,,химия: полная диссоциация
нет,,kak-pravilno-depressiya,,,1203,,орфографический запрос «депрессия или дипрессия»
нет,,dissotsiatsiya-rastvora,,,1200,,химия: диссоциация раствора
нет,,stepen-dissotsiatsii,,,1191,,химия: степень диссоциации
нет,,vospitanie-dopolnitelnoe-obrazovanie-detey,,,1191,,нормативка — закон об образовании и система допобразования
нет,,emotsionalnaya-depressiya,,,1188,,"склейка лемматизатора, темы нет"
да,Возрастные особенности ребёнка: почему в три и в семь нужно разное,vozrastnoe-vospitanie-detey,Детская психология,/artterapy,1185,возрастное воспитание детей · возрастные особенности воспитания детей · воспитание детей разного возраста · учет возрастных особенностей в воспитании детей · воспитание детей младшего возраста · воспитание детей старшего возраста · цели воспитания детей по возрастам · формы воспитания детей по возрастам · возрастная психология воспитание детей · воспитание детей с какого возраста,
нет,,polovoe-bessilie,,,1177,,"медицинская тема, ключи-мусор про насилие и наркотики"
нет,,psihologiya-odinochestva,,,1176,,дубль существующей статьи chuvstvo-odinochestva
нет,,bulling-v-klasse,,,1175,,дубль kak-spravitsya-s-bullingom и priznaki-bullinga
нет,,pravilnaya-samootsenka,,,1170,,склейка со школьным тестом «правильный ответ о самооценке»
да,Скучаю по нему: как пережить тоску после расставания,posle-rasstavaniya-nachinayu-skuchat,Отношения,/artterapy,1166,после расставания начинаю скучать · скучаю по человеку после расставания · скучаю по тебе после расставания · женщина скучает после расставания,
да,Тревожный ребёнок: как поддержать и не усилить страх,detskaya-trevozhnost,Детская психология,/artterapy,1164,детская тревожность,
нет,,trevozhnost-serdtsa,,,1163,,"соматические жалобы — сердцебиение и боль в сердце, область врача"
нет,,trevozhnost-k-kakomu-vrachu,,,1159,,медицинская маршрутизация — к какому врачу идти
нет,,uchebnaya-refleksiya,,,1150,,педагогика — рефлексия учебной деятельности
нет,,refleksiya-klass,,,1148,,педагогика — рефлексия на уроке в классе
нет,,frustratsiya-v-psihologii,,,1140,,дубль существующей статьи slovar-frustraciya
нет,,psihologiya-podrostkovogo-vozrasta,,,1139,,дубль существующей статьи psihologiya-podrostka
нет,,semya-rabochaya-vospitaniya-detey,,,1131,,"склейка лемматизатора, темы нет"
нет,,vmeste-posle-rasstavaniya,,,1129,,мистика — онлайн-сервисы «будем ли мы вместе»
нет,,suitsidalnaya-depressiya,,,1126,,"суицидальная тематика — риск для читателя, не формат блога"
нет,,formirovanie-refleksii,,,1125,,педагогика — формирование рефлексии у учащихся
нет,,psihologicheskoe-vospitanie-rebenka,,,1125,,"склейка «психологическое воспитание», дубль статей о воспитании"
нет,,vremena-velikoy-depressii,,,1121,,экономическая история США — Великая депрессия
нет,,u-rebenka-isterika-posle,,,1117,,"обрывок фразы, дубль темы истерик у ребёнка"
нет,,samootsenka-vozrasta,,,1112,,вузовский конспект — возрастные особенности самооценки
нет,,stress-emotsionalnoe-vygoranie,,,1112,,"служебный конспект МЧС, дубль статей о выгорании"
нет,,privyazannosti-v-zhizni,,,1107,,запрос про книгу Петрановской «Тайная опора»
нет,,chitat-samootsenka,,,1100,,книжно-пиратский запрос «читать онлайн»
нет,,skuchat-posle-rasstavaniya-muzhchina,,,1084,,дубль строки «отношение мужчин после расставания» в этом же плане
нет,,bulling-uchiteley,,,1082,,"узкая профессиональная тема, перекрыта bulling-na-rabote"
нет,,ratsionalizatsiya-neravenstv,,,1073,,математика — метод рационализации неравенств
нет,,psihologiya-posle-rasstavaniya,,,1066,,навигационный запрос — советы психолога после расставания
нет,,refleksiya-pedagoga,,,1064,,педагогика — профессиональная рефлексия педагога
нет,,odinochestvo-prichiny,,,1062,,"дубль chuvstvo-odinochestva, второй ключ — школьное изложение ОГЭ"
нет,,s-depressiey-berut-v-armiyu,,,1062,,призывная нормативка — берут ли в армию с депрессией
нет,,zanyatie-refleksiya,,,1058,,педагогика — рефлексия в конце занятия
нет,,detskaya-psihologiya-rebenka,,,1051,,склейка плюс навигационный поиск детского психолога
нет,,kak-vyyti-iz-depressii-zhenschine,,,1046,,дубль существующей статьи kak-vyyti-iz-depressii
нет,,poslerodovaya-depressiya-skolko,,,1046,,"дубль depressiya-posle-rodov, запрос о сроках течения"
нет,,kak-nazyvaetsya-bulling,,,1044,,"дубль vidy-bullinga, справочный запрос о термине"
нет,,emotsionalnoe-vygoranie-pedagogov,,,1041,,дубль строки «выгорание педагога» в этом же плане
