годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,5116,я начал жизнь в трущобах,"песня, поиск текста"
нет,,,,,5114,можно уволиться в отпуске,трудовой кодекс: увольнение в отпуске
нет,,,,,5092,пенсия отцу по потере кормильца,"соцвыплаты, пенсия по потере кормильца"
нет,,,,,5062,что изучает психология,учебное: предмет психологии
нет,,,,,5058,педагогика и психология образования,"направление обучения, педвуз"
нет,,,,,5012,перерасчет уволившимся пенсионерам,"пенсионное право, перерасчёт пенсии"
нет,,,,,4975,сколько лет кризису,дубль krizis-srednego-vozrasta
нет,,,,,4971,прочитать психология,подбор книг по психологии
нет,,,,,4970,развод многодетной,"юриспруденция: развод многодетной семьи, склейка"
нет,,,,,4929,уволилась отработав месяц,трудовой кодекс: отработка двух недель
нет,,,,,4777,начальник уволился,склейка лемматизатора: «начальник» и «начало»
нет,,,,,4676,развод караулов,омоним: воинский развод караула
да,Ревнивый мужчина: как жить рядом с постоянной ревностью,revnivyy-muzhchina,Отношения,/cards,4628,ревность парня · ревность парня к девушке · ревнивый мужчина · как жить с ревнивым мужчиной · ревность бывшего парня · что делать если парень ревнует,
нет,,,,,4609,любовь и ревность,песни и фандом БТС
нет,,,,,4512,как называется психология людей,"учебное, склейка формулировок"
нет,,,,,4506,развод права жены,юриспруденция: права при разводе
нет,,,,,4489,психология лжи,книга Пола Экмана
нет,,,,,4484,физиология психология,"учебное: анатомия, физиология, психология"
нет,,,,,4371,высокая самооценка,"дубль vidy-samoocenki, завышенная самооценка разобрана"
нет,,,,,4209,мимик ревность глава,"игра Roblox, прохождение"
нет,,,,,4201,можно ли уволиться в отпуске,трудовой кодекс: увольнение в отпуске
нет,,,,,4137,кризис средних лет,дубль krizis-srednego-vozrasta
да,Кризис среднего возраста у мужа: как пройти это вместе,krizis-srednego-vozrasta-u-muzha,Отношения,/coach,4107,кризис лет у мужчин · кризис 40 лет у мужчин · кризис 30 лет у мужчин · кризис среднего возраста у мужчин · кризис среднего возраста у мужа,
нет,,,,,4081,психология развития ребенка,"дубль detskaya-vozrastnaya-psihologiya, в ключах насилие"
нет,,,,,3986,развод бывшая моего мужа,онлайн-романы
нет,,,,,3930,психология масс,"Гюстав Лебон, учебная классика"
нет,,,,,3876,мама говорила умираю,склейка песен и мемов
нет,,,,,3851,дата листок самооценки верно,омоним: школьный листок самооценки
нет,,,,,3841,уволиться с места работы,"трудовой кодекс, совместительство"
нет,,,,,3795,когда можно уволиться,"расчёт при увольнении, юриспруденция"
нет,,,,,3790,уволиться инвалиду,"трудовой кодекс, увольнение инвалида"
нет,,,,,3764,кризисы лет у женщин,"дубль krizis-srednego-vozrasta, там разобраны 30, 40 и 50"
нет,,,,,3756,как уволиться в блэк раша,онлайн-игра Black Russia
нет,,,,,3738,красная психология,склейка: Красноярск и Красная книга
нет,,,,,3697,считается ли развод,склейка книжных заголовков
да,Развод после двадцати лет брака: как начать жизнь заново,razvod-posle-20-let-braka,Отношения,/artterapy,3662,развод после года брака · развод после 20 лет брака · развод после 30 лет брака · развод после долгого брака · развод после многих лет вместе,
нет,,,,,3662,колдовство зависть,"эзотерика: сглаз, дуа, сура"
нет,,,,,3650,почему говорят умер,"склейка лемматизатора, ядро дублирует kak-perezhit-utratu"
нет,,,,,3624,человек уволился с работы,"трудовой кодекс, склейка"
нет,,,,,3613,уволиться по договору,трудовой кодекс: срочный договор
нет,,,,,3596,как уволиться директору,корпоративное право: увольнение директора
нет,,,,,3573,развод с тираном читать,онлайн-романы
нет,,,,,3535,кризис 2026 года,"экономика, топливный кризис"
нет,,,,,3503,психология достижений,книга Брайана Трейси
нет,,,,,3456,психология 10 класс,"школьная программа, уроки психологии"
нет,,,,,3446,без ревности,"песни, склейка"
нет,,,,,3429,когда лучше увольняться,"расчёт при увольнении, трудовой кодекс, дубль kak-smenit-rabotu"
нет,,,,,3419,кризис 2008 года,экономика: финансовый кризис 2008 года
да,Как отказать начальнику: сказать «нет» и не потерять работу,kak-otkazat-nachalniku,Психология,/coach,3400,отказал начальнику · токсичный начальник · конфликт с начальником · может ли начальник отказать · как отказать начальнику · как сказать нет начальнику,
нет,,,,,3397,как уволиться с сво,"военная служба, юриспруденция"
нет,,,,,3384,как уволиться без отработки двух,трудовой кодекс: отработка
нет,,,,,3320,стабильная самооценки,"книга «Шесть шагов к стабильной самооценке», дубль vidy-samoocenki"
нет,,,,,3296,развод тайна двойня,онлайн-роман
нет,,,,,3292,после развода позволь,онлайн-роман
нет,,,,,3271,определение развода,"юридическое определение развода, склейка"
нет,,,,,3233,психологические науки психология,учебное: история психологии как науки
да,"Вынуждают уволиться: как не сломаться, когда выживают с работы",zastavlyayut-uvolitsya,Психология,/coach,3216,заставили уволиться · работодатель заставляет уволиться · могут ли заставить уволиться · на работе заставляют уволиться · предложили уволиться · работодатель предложил уволиться,
нет,,,,,3213,может ли сотрудник уволиться,кадровое делопроизводство и трудовой кодекс
нет,,,,,3208,камеди развод,юмористическое шоу Comedy Club
нет,,,,,3205,ревность люблю,текст песни
нет,,,,,3201,разводы на столе,омоним: разводы на столешнице
нет,,,,,3194,как уволиться с контракта,"военная служба по контракту, юриспруденция"
нет,,,,,3133,закономерности психологии развития,учебное: закономерности развития психики
нет,,,,,3128,психология взаимодействия,"учебное, размытая формулировка"
да,Как справиться с завистью: что делать с этим чувством,kak-spravitsya-s-zavistyu,Самопознание,/artterapy,3124,сильная зависть · как справиться с завистью · зависть к чужому успеху · что делать с завистью · когда зависть сильнее · как перестать завидовать,
нет,,,,,3085,после развода злодейка,онлайн-роман
нет,,,,,3047,основы общей психологии,учебник Рубинштейна
нет,,,,,3035,каким днем уволиться,трудовой кодекс: дата увольнения
нет,,,,,3004,уволиться по здоровью,трудовой кодекс и медицинские показания
нет,,,,,2992,давность развода,юриспруденция: срок давности
нет,,,,,2971,работающий пенсионер увольняется перерасчет,"пенсионное право, перерасчёт"
нет,,,,,2905,психология девиантного поведения,"учебная дисциплина, девиантология"
нет,,,,,2854,экономические кризисы года,экономика: история кризисов
нет,,,,,2848,второе высшее психология,"поиск обучения, второе высшее"
нет,,,,,2810,пережил клиническую смерть,"околосмертный опыт, ядро дублирует kak-perezhit-utratu"
нет,,,,,2794,развод не помеха,онлайн-роман
нет,,,,,2747,предложили уволиться,дубль темы «заставили уволиться» из этой же выгрузки
нет,,,,,2618,читать книги про развод,подбор книг для чтения
нет,,,,,2588,психология различных,учебное: психология индивидуальных различий
нет,,,,,2576,развод с генералом драконов читаем полностью,онлайн-роман
нет,,,,,2563,чем отличается психология,"учебное, размытая формулировка"
нет,,,,,2523,оперативная психология,"профессиональная дисциплина, оперативно-розыскная деятельность"
нет,,,,,2460,кризис года у ребенка признаки,дубль vozrastnye-krizisy-u-rebenka из v3-clean-2
нет,,,,,2436,бывший начал новую жизнь,"дубль otnoshenie-muzhchin-posle-rasstavaniya, в ключах мелодрамы"
