годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,как перевести ребенка в другую школу,,,,9187,,процедура перевода; переживание взято в rebenok-v-novoy-shkole
нет,школы для детей 5 лет,,,,9051,,дошкольная подготовка и выбор школы
да,"Ребёнок прогуливает школу: что делать, когда это вскрылось",rebenok-progulivaet-shkolu,Детская психология,/coach,24487,ребенок прогуливает школу (913) · ребенок пропускает школу (8837) · ребенок пропустил школу (8837) · ребенок уходит с уроков (1041) · ребенок сбегает с уроков (244) · дети бросившие школу (832) · ребенок не ходил год в школу (1774) · дети год пропустили школу (672) · посещаемость детей в школе (736) · причины не был ребенок в школе (601),
нет,подготовка к школе 7 ребенка,,,,8511,,подготовка и задания
нет,урок с ребенком овз,,,,8493,,коррекционная педагогика
нет,сопровождение ребенка в школу,,,,7331,,процедура и тьюторство
нет,вести детей в школу,,,,7217,,склейка лемматизатора
нет,как написать в школу что ребенок,,,,7116,,администрация: образцы
да,"Ребёнок пошёл в первый класс: тревога, о которой молчат",rebenok-poshel-v-pervyy-klass,Детская психология,/coach,30534,первый день ребенка в школе (7005) · первые дни ребенка в школе (7005) · первая неделя ребенка в школе (729) · адаптация первый класс (2189) · адаптация в первом классе (1502) · адаптация ребенка в первом классе (598) · адаптация ребенка к школе (3419) · первый год ребенка в школе (3367) · ребенок первоклассник в школе (3356) · адаптация к школе первый класс (264) · адаптация детей первого класса в школе (242) · родители провожают детей в школу (858),
нет,первые дни ребенка в школе,,,,7005,,"тот же запрос, взят в rebenok-poshel-v-pervyy-klass"
нет,подать ребенка в школу,,,,6851,,поступление и зачисление
нет,прививки детям в школе,,,,6840,,медицина
нет,школа программирования для детей,,,,6394,,кружки и курсы
нет,программа для детей с овз в школе,,,,6106,,коррекционная педагогика
нет,акция собери ребенка в школу,,,,5924,,сборы и благотворительные акции
нет,школа для ограниченных детей,,,,5894,,коррекционное образование
нет,школа для детей с нарушением,,,,5756,,коррекционное образование
нет,как добавить ребенка в моя школа,,,,5740,,навигация по сервису
нет,детям на др в школе,,,,5699,,подарки и день рождения
нет,школа деловых детей,,,,5617,,"название школы, навигация"
нет,что такое диаскинтест для детей в школе,,,,5553,,медицина
нет,как узнать школу ребенка,,,,5411,,навигационный запрос
нет,школа английского для детей,,,,5328,,курсы
нет,моя школа ребенок 14 лет,,,,5244,,навигация по сервису
нет,льготное питание ребенка в школе,,,,5182,,питание и льготы
нет,дети подготовительной к школе группы,,,,5067,,детский сад и дошкольная подготовка
нет,ребенок в школе 6 класс,,,,4994,,обзор по классам без интента
нет,конспект урока с детьми,,,,4978,,методичка
нет,как ребенку зайти в моя школа,,,,4976,,навигация по сервису
нет,как записать ребенка в школу,,,,4975,,поступление
нет,в какую школу идет ребенок,,,,4407,,выбор школы и прописка
нет,в какую школу ходят дети,,,,4058,,выбор школы
нет,домашнее обучение ребенка в школе,,,,4042,,"форма обучения, процедура"
нет,работа с детьми овз в школе,,,,4022,,коррекционная педагогика
нет,моя школа доступ ребенку,,,,3998,,навигация по сервису
нет,ребенок и одноклассники,,,,3945,,"дубль: rebenka-ne-prinimayut-v-klasse, u-rebenka-net-druzey"
нет,отпустить ребенка с уроков,,,,3864,,процедура: заявление на отпуск с урока
нет,пойдут ли дети школу,,,,3804,,новости и даты учебного года
нет,диагностика детей в школе,,,,3744,,диагностика — запрет ТЗ
нет,подготовительная школа для детей,,,,3702,,дошкольная подготовка
нет,дети с овз начальная школа,,,,3609,,коррекционное образование
нет,что положить ребенку в школу,,,,3598,,сборы и еда
да,Ребёнок не успевает в школе: когда учёба даётся тяжело,rebenok-ne-uspevaet-v-shkole,Детская психология,/coach,16209,ребенок не успевает в школе (1136) · ребенку тяжело в школе (1438) · успеваемость ребенка в школе (1635) · как помочь ребенку в школе (3575) · ребенок на второй год в школе (1514) · оставить ребенка на второй год в школе (918) · трудности детей в школе (1126) · ребенок не работает в школе (2386) · ребенок не делает уроки в школе (739) · ребенок не учится в школе что делать (1035) · хорошо ли ребенку в школе (707),
нет,физическая оценка детей,,,,3542,,медицина: физразвитие
нет,объяснительная ребенку в школу образец,,,,3536,,администрация: образцы
да,Платить ребёнку за оценки: почему деньги гасят интерес,platit-rebenku-za-otsenki,Детская психология,/coach,9330,платить ребенку за оценки (223) · деньги за оценки ребенку (276) · ребенку за оценку 4 (376) · платить ребенку за школу (1822) · мотивация к учебе (3493) · какая мотивация к учебе (204) · мотивация к учебе подростков (239) · оценка мотивации детей (261) · дети и хорошие оценки (692) · чтобы ребенок хорошо учился в школе (813) · отношение детей к оценкам (445) · ребенок исправляет оценки (486),
нет,первый урок с детьми,,,,3468,,методичка
нет,первое сентября дети в школу,,,,3356,,праздник
нет,часы для ребенка в школу,,,,3337,,товарный запрос
нет,программы для детей начальной школы,,,,3115,,методичка и учебные программы
нет,оценка работы детей,,,,3057,,"педагогическое оценивание, методичка"
нет,оценка здоровья ребенка,,,,3016,,медицина
нет,каникулы у детей в школе,,,,2980,,расписание и каникулы
нет,школа для слабовидящих детей,,,,2942,,коррекционное образование
нет,маршрут ребенка в школу,,,,2936,,ПДД и безопасный маршрут
нет,тесты детям в школе,,,,2923,,диагностика и тестирование — запрет ТЗ
нет,родители забирают детей из школ,,,,2757,,новостной запрос
нет,практика детей в школе,,,,2694,,педагогика
нет,заявление отпустить ребенка из школы,,,,2653,,администрация: образцы
нет,оценка уровня детей,,,,2593,,педагогическое оценивание
да,Ребёнок в новой школе: как пережить переход и прижиться,rebenok-v-novoy-shkole,Детская психология,/coach,15017,ребенок идет в новую школу (689) · ребенок переходит в новую школу (561) · ребенок переходит в другую школу (2570) · ребенок меняет школу (926) · смена школы для ребенка (568) · ребенок хочет в другую школу (1437) · ребенок идет в другую школу (679) · переход ребенка в другую школу (850) · переводить ли ребенка в другую школу (3847) · ребенок переводится в другую школу (1118) · хочу перевести ребенка в другую школу (557) · перевод ребенка в другой класс школы (1215),
нет,обучение детей и учителей,,,,2528,,педагогика и повышение квалификации
нет,заявление отпустить ребенка с урока,,,,2222,,администрация: образцы
нет,адаптация первый класс,,,,2189,,взято в rebenok-poshel-v-pervyy-klass
нет,школа обучения детей на семейном обучении,,,,2157,,"форма обучения, процедура"
нет,как зарегистрировать ребенка в моя школа,,,,2149,,навигация по сервису
нет,можно ли перевести ребенка в другую школу,,,,2127,,процедура перевода
нет,поздравление детям и учителям,,,,2083,,праздники и поздравления
нет,занятие с детьми овз в школе,,,,1984,,коррекционная педагогика
нет,индивидуальное обучение детей в школе,,,,1910,,форма обучения
нет,школа придуманная детьми,,,,1876,,сочинения и творческие работы
нет,дети получают оценки,,,,1868,,дубль: plohie-otsenki-u-rebenka
нет,ремонт школы детям,,,,1827,,новости и хозяйственные вопросы
нет,количество детей в классе в школе,,,,1694,,нормативка: наполняемость классов
нет,шкала оценка ребенка,,,,1675,,диагностические шкалы — запрет ТЗ
нет,уроки труда с детьми,,,,1612,,методичка
нет,госуслуги моя школа для ребенка,,,,1590,,навигация по сервису
нет,оценка состояния здоровья детей,,,,1537,,медицина
нет,как питаются дети в школе,,,,1467,,школьное питание
нет,дети учатся в школе города,,,,1466,,навигация и статистика
нет,загадки для детей про школу,,,,1453,,досуг и развлечения
нет,уроки в классе с детьми овз,,,,1372,,коррекционная педагогика
нет,когда отдавать ребенка в школу,,,,1340,,"возраст поступления, выбор срока"
нет,методика школьной тревожности,,,,1326,,диагностические методики Филлипса и Прихожан — запрет ТЗ
нет,оценка урока детьми,,,,1221,,педагогика: обратная связь по уроку
нет,дети должны ходить в школу,,,,1217,,нормативка: обязательность образования
нет,как установить ребенку приложение моя школа,,,,1209,,навигация по сервису
нет,встречу ребенка из школы,,,,1174,,склейка лемматизатора
нет,уроки английского для детей с нуля,,,,1130,,курсы
нет,ребенок начальной школы на уроке,,,,1096,,педагогика
нет,ребенок пошел в школу в 8,,,,1089,,возраст поступления
нет,льготы для детей сво в школе,,,,1080,,льготы
нет,выплата к школе детям сво,,,,1028,,выплаты
нет,психолого педагогическое сопровождение ребенка в школе,,,,1010,,методичка школьного психолога
нет,как зарегистрироваться в моей школе ребенку,,,,989,,навигация по сервису
нет,дети с овз питание в школе,,,,877,,коррекционка и питание
нет,школа где живут дети,,,,834,,"интернаты, выбор учреждения"
нет,отдать ребенка в школу в 8 лет,,,,823,,возраст поступления
нет,чтобы ребенок хорошо учился в школе,,,,813,,взято ключом в platit-rebenku-za-otsenki; в хвосте заговоры
нет,ребенок идет в новую школу,,,,689,,дубль: rebenok-v-novoy-shkole
нет,количество детей на ставку в школе,,,,670,,нормативка для педагогов
нет,методики оценки развития ребенка,,,,560,,диагностические методики — запрет ТЗ
нет,оценка дыхания у ребенка 10 лет,,,,502,,медицина: первая помощь
нет,диагностическая оценка развития ребенка,,,,442,,диагностика — запрет ТЗ
нет,оценка физического здоровья ребенка,,,,387,,медицина
нет,педагогическая оценка индивидуального развития детей,,,,287,,методичка ФГОС
да,Родительское собрание: почему после него так тяжело,roditelskoe-sobranie-v-shkole,Детская психология,/coach,20924,собрание ребенка школа (4960) · родители дети школа собрание (1249) · родительское собрание школа и дети (1116) · родительское собрание школа дети родители (766) · связь родитель ребенок школа (1172) · родители и дети новое в школе (799) · проблема детей и родителей и учителей (219) · взаимодействие учителя ребенка и родителей (218) · учитель ребенок и родитель (10425),найдено в хвостах volna-12.csv
да,Ребёнок устаёт от школы: как заметить перегрузку вовремя,rebenok-ustaet-ot-shkoly,Детская психология,/artterapy,13181,ребенок устает в школе (646) · нагрузка детей в школе (1483) · стресс дети школа (1031) · режим ребенка в школе (1602) · самочувствие ребенка в школе (1752) · времени дети проводят в школе (875) · ребенок часто болеет в школе (952) · дети спят в школе (1040) · спящие дети в школе (1040) · дети дома после школы (775) · ребенок приходит со школы (1120) · дети пришли после школы (865),найдено в хвостах volna-12.csv
да,Ребёнок плачет в школе: как помочь чувствительному ребёнку,rebenok-plachet-v-shkole,Детская психология,/artterapy,6337,ребенок плачет в школе (1524) · плачущий ребенок в школе (1524) · эмоциональный ребенок в школе (944) · ребенок переживает в школе (677) · ребенку плохо в школе что делать (879) · дети жалуются на школу (789),найдено в хвостах volna-12.csv
да,Ребёнок плохо ведёт себя в школе: что делать матери,rebenok-ploho-vedet-sebya-v-shkole,Детская психология,/coach,19464,ребенок плохо ведет себя в школе (797) · ребенок агрессивен в школе (657) · ребенок школа вызывает (2203) · учитель и трудный ребенок (761) · ребенок поставили на учет школа (706) · ребенок наказан в школе (793) · наказание детей в школе (708) · дисциплина ребенка в школе (770) · поведение детей в школе (8384) · поведение ребенка оценка (1468) · шумные дети в школе (982) · дети не уважают школу (1235),найдено в хвостах volna-12.csv
да,Ребёнка ударили в школе: как реагировать и не навредить,rebenka-udarili-v-shkole,Детская психология,/coach,9970,ребенка ударили в школе (886) · ребенка бьют в школе (1588) · ребенка избили в школе (777) · ребенок избит в школе (777) · дети подрались в школе (832) · школа дети драка (1000) · конфликты детей в школе (1104) · ситуации с детьми в школе (2077) · случай с детьми в школе (929),найдено в хвостах volna-12.csv
да,Контроль ребёнка в школе: когда забота становится слежкой,kontrol-rebenka-v-shkole,Детская психология,/online,20097,контроль ребенка в школе (830) · отслеживание ребенка в школе (623) · связь с ребенком в школе (9951) · как узнать в школе ли ребенок (633) · электронный дневник ребенка в школе (3618) · посмотреть оценки ребенка (1355) · смотреть оценки ребенка (918) · как узнать оценки ребенка (350) · где смотреть оценки детей (213) · проверить оценки детей (200) · проверка оценок детей (216) · какие оценки у ребенка (1190),найдено в хвостах volna-12.csv
