годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,249,женщина не пишет после ссоры,дубль pomiritsya-s-muzhem-posle-ssory: ключи «мужчина не пишет после ссоры» и «молчать после ссоры» уже в этой статье
нет,,,,,248,я ушла друг нашла,"склейки лемматизатора и песни, темы под фразой нет"
нет,,,,,247,муже стеснение,порнозапросы
нет,,,,,243,читать после ссоры анна,роман Анны Тодд «После ссоры» — читать онлайн
нет,,,,,242,группы где находят друзей,дубль kak-zavesti-druzey-vzroslomu (раздел «Где взрослые действительно находят друзей») и net-druzey
нет,,,,,239,я интроверт получила,"веб-новелла «Я интроверт, получила предложение от тирана»"
да,Как общаться с интровертом: если близкий человек молчит,kak-obschatsya-s-introvertom,Психология,/online,236,как общаться с интровертом · мужчина стесняется говорить · мужчина очень стесняется · если мужчина стесняется женщину · муж интроверт · как общаться с закрытым человеком · как разговорить молчаливого человека,
нет,,,,,228,мать стесняется ребенка,дубль zastenchivyy-rebenok — весь куст «ребёнок стесняется»; в ключах порнозапрос
нет,,,,,225,первый минет стесняется,порнозапросы
нет,,,,,299,как выбрать послеродовые трусы,"товары: трусы, прокладки, сетка"
нет,,,,,299,послеродовой список,физиология и клиника послеродового периода плюс товары; отбраковано ранее как poslerodovoy-period
нет,,,,,298,пмс плакать,"омонимы (ПМС — техника, компании, смазки) и физиология цикла; плаксивость перед месячными — отдельный раздел в pmc-i-nastroenie"
нет,,,,,298,психосоматика ноготь на ноге,перечень органов и диагнозов — медицина; дубль psihosomatika
нет,,,,,296,хочу менопаузу,"менопауза отбракована ранее по правилу «психология состояния, а не медицина»; в ключах БАДы, кремы, УЗИ"
нет,,,,,295,менопауза у женщин в каком возрасте наступает,"менопауза: возраст, гормоны, похудение, ферритин — медицина"
нет,,,,,295,боли при месячных при менопаузе,менопауза и гинекология: боли и кровотечения
нет,,,,,295,инозитол в период менопаузы,БАД: инозитол при менопаузе
нет,,,,,295,почему сильный пмс,"причины ПМС — физиология и гормоны; «причины послеродовой депрессии» закрыты depressiya-posle-rodov, плаксивость — pochemu-hochetsya-plakat"
нет,,,,,290,эндометрий в менопаузе узи,"гинекология: эндометрий, гиперплазия, полипы"
нет,,,,,290,как проявляется пмс,симптомы чек-листом и признаки менопаузы — прямой запрет ТЗ; отбраковано ранее как pms-simptomy-u-zhenschin
нет,,,,,290,менопауза у женщин во сколько лет начинается,"сроки, нормы и выплаты: физиология цикла и пособия"
нет,,,,,289,гормоны в менопаузу сдать,анализы и заместительная терапия — медицина
нет,,,,,289,пмс или беременность отличия,дифференциальная диагностика; отбраковано ранее как pms-ili-beremennost
нет,,,,,285,как определить менопаузу,диагностика наступления менопаузы — медицина
нет,,,,,284,гель для гигиены при менопаузе,товары: гели для интимной гигиены
нет,,,,,283,у человека перепады настроения,дубль perepady-nastroeniya; «чувства эмоции и тело» отбраковано ранее как emociya-i-telo (закрыто psihosomatika); тревога при беременности и страх родов написаны сегодня
нет,,,,,281,плаксивость лечение,«лечение» — запрет ТЗ; дубль pochemu-hochetsya-plakat и pmc-i-nastroenie (раздел «Плаксивость перед месячными и стыд за слёзы»)
нет,,,,,280,после менопаузы начались месячные,"гинекология: кровотечения, миома, приливы после менопаузы"
нет,,,,,278,lady s formula менопауза день,"БАД, брендовая навигация"
нет,,,,,278,послеродовый бандаж кесарево,товары: бандажи после родов
нет,,,,,277,как избавиться послеродовой,«как убрать/как остановить менопаузу и ПМС» — медицина; послеродовая депрессия закрыта depressiya-posle-rodov
нет,,,,,275,леди менопауза инструкция,БАД: инструкция по применению
нет,,,,,273,ранняя беременность и пмс,отличить ПМС от беременности — диагностика
нет,,,,,272,какие выделения менопаузе,гинекология: выделения в менопаузе
нет,,,,,269,какие витамины пить для восстановления после родов,"витамины и реабилитация тела (мышцы, тазовое дно) — медицина; «страх после родов» закрыт strah-pered-rodami и depressiya-posle-rodov, само тело — telo-posle-rodov"
нет,,,,,254,пмс для вискомуфты,"омоним: масло ПМС для вискомуфты, автохимия"
нет,,,,,253,витамины во время менопаузы,БАДы и витамины при менопаузе
нет,,,,,251,пмс месячные овуляция,физиология цикла: фазы и сроки
нет,,,,,246,прилив в период менопаузы,"приливы и средства от них — медицина, менопауза отбракована ранее"
