годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,292,ссора с лучшим другом,"закрыто ssora-s-podrugoy («Если решили мириться», «Какая дружба стоит первого шага»); «сон ссора с другом» отдано snitsya-ssora"
нет,,,,,292,как начинать разговор на английском,изучение английского; остальное закрыто kak-nachat-razgovor и kak-podderzhat-razgovor
нет,,,,,291,остался один друзей нет,"закрыто net-druzey (переезд, декрет, стыд) и ne-hochu-obschatsya («нет друзей и не хочется», «нет сил на друзей»)"
нет,,,,,291,период ссор,"молитвы от ссор и склейки словоформ («ссор тся», «ссор щиеся»)"
нет,,,,,290,русская мама не стесняется сына,порнозапросы
нет,,,,,290,секс стесняется голая,порнозапросы
нет,,,,,290,как найти человека в друзьях вк,навигация по соцсетям
нет,,,,,290,лучше друга в мире нет,пословицы и порно
нет,,,,,289,пляжи без стеснения,порно и нудистские пляжи
нет,,,,,288,стесняться проявлять,обрывки без интента; «проявления обиды» и «признаки ссоры» закрыты prichinit-obidu и psihologiya-konflikta
нет,,,,,287,у россии нет друзей армия,политическая цитата
нет,,,,,286,стесняется а сама трахается,порнозапросы
нет,,,,,286,муж завел друга,порно и грамматика («найдёт друга падеж»)
нет,,,,,286,нет интернета в другом городе,склейка лемматизатора «нет + в другом» и порно на сиде «друг дома»
нет,,,,,285,человек стесняется девушек,"порно; «стесняюсь гинеколога» — про тело, это соседний файл"
нет,,,,,285,стесняется раздеваться до гола,порнозапросы
нет,,,,,285,друг найти воронеж,геозапросы и приложения; «интроверт как найти» закрыто introvert-i-ekstravert и kak-zavesti-druzey-vzroslomu
нет,,,,,284,ссора между женщинами,"общая формулировка без интента, закрыта psihologiya-konflikta"
нет,,,,,283,порно ссора подруг,"порно; «ссора с подругой во сне» отдано snitsya-ssora, остальное — ssora-s-podrugoy"
нет,,,,,283,завести кота друга,"питомцы и склейки («завести друга семьи», «завести друга домой»)"
нет,,,,,282,найди друга кошек,"боты, песни, питомцы"
нет,,,,,281,очень стесняюсь мужа,порнозапросы
нет,,,,,281,ссоре ru,"склейки и обрывки; «кто виноват в ссоре» и «оскорбления в ссоре» закрыты kak-pomiritsya-posle-silnoy-ssory («Когда виноваты оба», «Было сказано то, что не забирается»)"
нет,,,,,280,стесняюсь друзей парня,закрыто kak-perestat-stesnyatsya и chuvstvo-nelovkosti («Чувство неловкости перед человеком: когда оно прилипает к одному лицу»)
нет,,,,,279,секс после ссоры русское,порнозапросы
нет,,,,,279,найти девушка друг друга любят,фанфики и песни
нет,,,,,278,стесняется камеры домашнее,порнозапросы
нет,,,,,278,девушка интроверт секс,порно и аниме
нет,,,,,277,отношения без ссор,"закрыто psihologiya-konflikta («Как выйти из конфликта, не разрушив отношения») и postoyannye-ssory-s-muzhem; «прощаем без обид» — kak-otpustit-obidu"
